method,case_id,category,generated_zig_path,expected_compile_status,actual_compile_status,expected_run_status,actual_run_status,zig_command,exit_code,stdout_excerpt,stderr_excerpt,elapsed_time,timeout_flag,local_zig_version,optimize_mode,expected_classification,actual_classification,hn_context_marker,article_context_marker,skip_reason,failure_reason,version_sensitive,local_observation_only
zig_version_probe,cancel_idempotent_context_marker,await_cancel,generated_cases/cancel_idempotent_context_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,await_cancel,await_cancel,cancellation_await_ordering,cancel_ordering,context_marker_only,,True,True
zig_version_probe,cancel_cleanup_context_marker,await_cancel,generated_cases/cancel_cleanup_context_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,await_cancel,await_cancel,cancellation_await_ordering,cancel_cleanup,context_marker_only,,True,True
zig_version_probe,try_before_second_await_footgun_marker,await_cancel,generated_cases/try_before_second_await_footgun_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,await_cancel,await_cancel,cancellation_await_ordering,await_ordering,context_marker_only,,True,True
zig_version_probe,await_then_try_ordering_marker,await_cancel,generated_cases/await_then_try_ordering_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,await_cancel,await_cancel,cancellation_await_ordering,await_ordering,context_marker_only,,True,True
zig_version_probe,defer_cancel_cleanup_marker,await_cancel,generated_cases/defer_cancel_cleanup_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,await_cancel,await_cancel,cancellation_await_ordering,cancel_cleanup,context_marker_only,,True,True
zig_version_probe,async_not_concurrency_context_marker,async_context,generated_cases/async_not_concurrency_context_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,async_context,async_context,async_vs_concurrent,async_model,context_marker_only,,True,True
zig_version_probe,concurrent_required_context_marker,concurrent_context,generated_cases/concurrent_required_context_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,concurrent_context,concurrent_context,async_vs_concurrent,concurrent_required,context_marker_only,,True,True
zig_version_probe,concurrency_unavailable_context_marker,concurrent_context,generated_cases/concurrency_unavailable_context_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,concurrent_context,concurrent_context,deadlock_concurrency_unavailable,concurrency_unavailable,context_marker_only,,True,True
zig_version_probe,io_queue_exists_marker,io_queue,generated_cases/io_queue_exists_marker.zig,probe,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,io_queue,io_queue,standard_library_abstraction,io_queue,context_marker_only,,True,True
zig_version_probe,io_queue_put_get_context_marker,io_queue,generated_cases/io_queue_put_get_context_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,io_queue,io_queue,standard_library_abstraction,io_queue,context_marker_only,,True,True
zig_version_probe,single_threaded_deadlock_context_marker,deadlock,generated_cases/single_threaded_deadlock_context_marker.zig,may_fail,n/a,skip_timeout,n/a,,,,,0.0,False,zig_not_found,Debug,deadlock,deadlock,deadlock_concurrency_unavailable,deadlock,context_marker_only,,True,True
zig_version_probe,deadlock_not_run_timeout_marker,deadlock,generated_cases/deadlock_not_run_timeout_marker.zig,skip,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,deadlock,deadlock,deadlock_concurrency_unavailable,deadlock,context_marker_only,,False,True
zig_version_probe,threaded_pool_context_marker,deadlock,generated_cases/threaded_pool_context_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,deadlock,deadlock,async_vs_concurrent,threaded_io,context_marker_only,,True,True
zig_version_probe,function_coloring_debate_marker,hn_context,generated_cases/function_coloring_debate_marker.zig,n/a,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,hn_context,hn_context,function_coloring,function_coloring,context_marker_only,,False,True
zig_version_probe,io_effect_token_context_marker,hn_context,generated_cases/io_effect_token_context_marker.zig,n/a,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,hn_context,hn_context,effect_token,io_effect,context_marker_only,,False,True
zig_version_probe,allocator_vs_io_comparison_marker,hn_context,generated_cases/allocator_vs_io_comparison_marker.zig,n/a,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,hn_context,hn_context,allocator_vs_io,allocator_comparison,context_marker_only,,False,True
zig_version_probe,library_boundary_io_context_marker,hn_context,generated_cases/library_boundary_io_context_marker.zig,n/a,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,hn_context,hn_context,library_boundary_io,library_boundary,context_marker_only,,False,True
zig_version_probe,local_reasoning_limit_marker,hn_context,generated_cases/local_reasoning_limit_marker.zig,n/a,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,hn_context,hn_context,local_reasoning,local_reasoning,context_marker_only,,False,True
zig_version_probe,standard_library_abstraction_context_marker,hn_context,generated_cases/standard_library_abstraction_context_marker.zig,n/a,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,hn_context,hn_context,standard_library_abstraction,stdlib_abstraction,context_marker_only,,False,True
zig_version_probe,pre_1_0_api_changed_marker,version_probe,generated_cases/pre_1_0_api_changed_marker.zig,probe,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,version_probe,version_probe,pre_1_0_api_changed,version_sensitive,context_marker_only,,True,True
zig_version_probe,compile_error_capture_marker,compile_check,generated_cases/compile_error_capture_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,compile_check,compile_check,pre_1_0_api_changed,compile_validation,context_marker_only,,True,True
zig_version_probe,release_safe_build_context_marker,build_mode,generated_cases/release_safe_build_context_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,build_mode,build_mode,pre_1_0_api_changed,build_mode,context_marker_only,,True,True
zig_version_probe,debug_build_context_marker,build_mode,generated_cases/debug_build_context_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,build_mode,build_mode,pre_1_0_api_changed,build_mode,context_marker_only,,True,True
zig_version_probe,no_network_io_marker,safety_scope,generated_cases/no_network_io_marker.zig,n/a,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,safety_scope,safety_scope,safety_scope,no_network,context_marker_only,,False,True
zig_version_probe,no_tls_marker,safety_scope,generated_cases/no_tls_marker.zig,n/a,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,safety_scope,safety_scope,safety_scope,no_tls,context_marker_only,,False,True
zig_version_probe,no_socket_listener_marker,safety_scope,generated_cases/no_socket_listener_marker.zig,n/a,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,safety_scope,safety_scope,safety_scope,no_socket,context_marker_only,,False,True
zig_version_probe,no_external_payload_marker,safety_scope,generated_cases/no_external_payload_marker.zig,n/a,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,safety_scope,safety_scope,safety_scope,no_external,context_marker_only,,False,True
zig_version_probe,no_package_manager_marker,safety_scope,generated_cases/no_package_manager_marker.zig,n/a,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,safety_scope,safety_scope,safety_scope,no_pkg_mgr,context_marker_only,,False,True
zig_version_probe,no_global_async_safety_claim_marker,safety_scope,generated_cases/no_global_async_safety_claim_marker.zig,n/a,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,safety_scope,safety_scope,safety_scope,no_global_claim,context_marker_only,,False,True
zig_version_probe,local_compiler_truth_marker,safety_scope,generated_cases/local_compiler_truth_marker.zig,n/a,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,safety_scope,safety_scope,safety_scope,local_compiler_only,context_marker_only,,False,True
zig_version_probe,production_concurrency_verifier_not_tested_marker,safety_scope,generated_cases/production_concurrency_verifier_not_tested_marker.zig,n/a,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,safety_scope,safety_scope,safety_scope,not_production_verifier,context_marker_only,,False,True
zig_env_probe,local_zig_version_marker,version_probe,generated_cases/local_zig_version_marker.zig,probe,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,version_probe,version_probe,pre_1_0_api_changed,version_sensitive,context_marker_only,,True,True
zig_env_probe,zig_env_std_dir_marker,version_probe,generated_cases/zig_env_std_dir_marker.zig,probe,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,version_probe,version_probe,pre_1_0_api_changed,version_sensitive,context_marker_only,,True,True
zig_env_probe,std_io_namespace_probe_marker,stdlib_probe,generated_cases/std_io_namespace_probe_marker.zig,probe,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,stdlib_probe,stdlib_probe,standard_library_abstraction,std_io_design,context_marker_only,,True,True
zig_env_probe,std_io_threaded_exists_marker,stdlib_probe,generated_cases/std_io_threaded_exists_marker.zig,probe,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,stdlib_probe,stdlib_probe,standard_library_abstraction,std_io_threaded,context_marker_only,,True,True
zig_env_probe,std_io_type_shape_marker,stdlib_probe,generated_cases/std_io_type_shape_marker.zig,probe,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,stdlib_probe,stdlib_probe,library_boundary_io,std_io_design,context_marker_only,,True,True
zig_env_probe,io_sleep_probe_marker,stdlib_probe,generated_cases/io_sleep_probe_marker.zig,probe,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,stdlib_probe,stdlib_probe,async_vs_concurrent,async_model,context_marker_only,,True,True
zig_env_probe,io_async_exists_marker,async_api,generated_cases/io_async_exists_marker.zig,probe,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,async_api,async_api,async_vs_concurrent,io_async,context_marker_only,,True,True
zig_env_probe,io_concurrent_exists_marker,async_api,generated_cases/io_concurrent_exists_marker.zig,probe,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,async_api,async_api,async_vs_concurrent,io_concurrent,context_marker_only,,True,True
zig_env_probe,async_concurrent_renamed_context_marker,async_api,generated_cases/async_concurrent_renamed_context_marker.zig,probe,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,async_api,async_api,pre_1_0_api_changed,api_renaming,context_marker_only,,True,True
zig_env_probe,future_await_exists_marker,await_cancel,generated_cases/future_await_exists_marker.zig,probe,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,await_cancel,await_cancel,cancellation_await_ordering,await_api,context_marker_only,,True,True
zig_env_probe,future_cancel_exists_marker,await_cancel,generated_cases/future_cancel_exists_marker.zig,probe,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,await_cancel,await_cancel,cancellation_await_ordering,cancel_api,context_marker_only,,True,True
zig_env_probe,await_idempotent_context_marker,await_cancel,generated_cases/await_idempotent_context_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,await_cancel,await_cancel,cancellation_await_ordering,await_ordering,context_marker_only,,True,True
zig_env_probe,cancel_idempotent_context_marker,await_cancel,generated_cases/cancel_idempotent_context_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,await_cancel,await_cancel,cancellation_await_ordering,cancel_ordering,context_marker_only,,True,True
zig_env_probe,cancel_cleanup_context_marker,await_cancel,generated_cases/cancel_cleanup_context_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,await_cancel,await_cancel,cancellation_await_ordering,cancel_cleanup,context_marker_only,,True,True
zig_env_probe,try_before_second_await_footgun_marker,await_cancel,generated_cases/try_before_second_await_footgun_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,await_cancel,await_cancel,cancellation_await_ordering,await_ordering,context_marker_only,,True,True
zig_env_probe,await_then_try_ordering_marker,await_cancel,generated_cases/await_then_try_ordering_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,await_cancel,await_cancel,cancellation_await_ordering,await_ordering,context_marker_only,,True,True
zig_env_probe,defer_cancel_cleanup_marker,await_cancel,generated_cases/defer_cancel_cleanup_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,await_cancel,await_cancel,cancellation_await_ordering,cancel_cleanup,context_marker_only,,True,True
zig_env_probe,async_not_concurrency_context_marker,async_context,generated_cases/async_not_concurrency_context_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,async_context,async_context,async_vs_concurrent,async_model,context_marker_only,,True,True
zig_env_probe,concurrent_required_context_marker,concurrent_context,generated_cases/concurrent_required_context_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,concurrent_context,concurrent_context,async_vs_concurrent,concurrent_required,context_marker_only,,True,True
zig_env_probe,concurrency_unavailable_context_marker,concurrent_context,generated_cases/concurrency_unavailable_context_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,concurrent_context,concurrent_context,deadlock_concurrency_unavailable,concurrency_unavailable,context_marker_only,,True,True
zig_env_probe,io_queue_exists_marker,io_queue,generated_cases/io_queue_exists_marker.zig,probe,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,io_queue,io_queue,standard_library_abstraction,io_queue,context_marker_only,,True,True
zig_env_probe,io_queue_put_get_context_marker,io_queue,generated_cases/io_queue_put_get_context_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,io_queue,io_queue,standard_library_abstraction,io_queue,context_marker_only,,True,True
zig_env_probe,single_threaded_deadlock_context_marker,deadlock,generated_cases/single_threaded_deadlock_context_marker.zig,may_fail,n/a,skip_timeout,n/a,,,,,0.0,False,zig_not_found,Debug,deadlock,deadlock,deadlock_concurrency_unavailable,deadlock,context_marker_only,,True,True
zig_env_probe,deadlock_not_run_timeout_marker,deadlock,generated_cases/deadlock_not_run_timeout_marker.zig,skip,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,deadlock,deadlock,deadlock_concurrency_unavailable,deadlock,context_marker_only,,False,True
zig_env_probe,threaded_pool_context_marker,deadlock,generated_cases/threaded_pool_context_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,deadlock,deadlock,async_vs_concurrent,threaded_io,context_marker_only,,True,True
zig_env_probe,function_coloring_debate_marker,hn_context,generated_cases/function_coloring_debate_marker.zig,n/a,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,hn_context,hn_context,function_coloring,function_coloring,context_marker_only,,False,True
zig_env_probe,io_effect_token_context_marker,hn_context,generated_cases/io_effect_token_context_marker.zig,n/a,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,hn_context,hn_context,effect_token,io_effect,context_marker_only,,False,True
zig_env_probe,allocator_vs_io_comparison_marker,hn_context,generated_cases/allocator_vs_io_comparison_marker.zig,n/a,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,hn_context,hn_context,allocator_vs_io,allocator_comparison,context_marker_only,,False,True
zig_env_probe,library_boundary_io_context_marker,hn_context,generated_cases/library_boundary_io_context_marker.zig,n/a,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,hn_context,hn_context,library_boundary_io,library_boundary,context_marker_only,,False,True
zig_env_probe,local_reasoning_limit_marker,hn_context,generated_cases/local_reasoning_limit_marker.zig,n/a,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,hn_context,hn_context,local_reasoning,local_reasoning,context_marker_only,,False,True
zig_env_probe,standard_library_abstraction_context_marker,hn_context,generated_cases/standard_library_abstraction_context_marker.zig,n/a,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,hn_context,hn_context,standard_library_abstraction,stdlib_abstraction,context_marker_only,,False,True
zig_env_probe,pre_1_0_api_changed_marker,version_probe,generated_cases/pre_1_0_api_changed_marker.zig,probe,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,version_probe,version_probe,pre_1_0_api_changed,version_sensitive,context_marker_only,,True,True
zig_env_probe,compile_error_capture_marker,compile_check,generated_cases/compile_error_capture_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,compile_check,compile_check,pre_1_0_api_changed,compile_validation,context_marker_only,,True,True
zig_env_probe,release_safe_build_context_marker,build_mode,generated_cases/release_safe_build_context_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,build_mode,build_mode,pre_1_0_api_changed,build_mode,context_marker_only,,True,True
zig_env_probe,debug_build_context_marker,build_mode,generated_cases/debug_build_context_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,build_mode,build_mode,pre_1_0_api_changed,build_mode,context_marker_only,,True,True
zig_env_probe,no_network_io_marker,safety_scope,generated_cases/no_network_io_marker.zig,n/a,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,safety_scope,safety_scope,safety_scope,no_network,context_marker_only,,False,True
zig_env_probe,no_tls_marker,safety_scope,generated_cases/no_tls_marker.zig,n/a,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,safety_scope,safety_scope,safety_scope,no_tls,context_marker_only,,False,True
zig_env_probe,no_socket_listener_marker,safety_scope,generated_cases/no_socket_listener_marker.zig,n/a,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,safety_scope,safety_scope,safety_scope,no_socket,context_marker_only,,False,True
zig_env_probe,no_external_payload_marker,safety_scope,generated_cases/no_external_payload_marker.zig,n/a,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,safety_scope,safety_scope,safety_scope,no_external,context_marker_only,,False,True
zig_env_probe,no_package_manager_marker,safety_scope,generated_cases/no_package_manager_marker.zig,n/a,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,safety_scope,safety_scope,safety_scope,no_pkg_mgr,context_marker_only,,False,True
zig_env_probe,no_global_async_safety_claim_marker,safety_scope,generated_cases/no_global_async_safety_claim_marker.zig,n/a,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,safety_scope,safety_scope,safety_scope,no_global_claim,context_marker_only,,False,True
zig_env_probe,local_compiler_truth_marker,safety_scope,generated_cases/local_compiler_truth_marker.zig,n/a,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,safety_scope,safety_scope,safety_scope,local_compiler_only,context_marker_only,,False,True
zig_env_probe,production_concurrency_verifier_not_tested_marker,safety_scope,generated_cases/production_concurrency_verifier_not_tested_marker.zig,n/a,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,safety_scope,safety_scope,safety_scope,not_production_verifier,context_marker_only,,False,True
stdlib_source_probe,local_zig_version_marker,version_probe,generated_cases/local_zig_version_marker.zig,probe,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,version_probe,version_probe,pre_1_0_api_changed,version_sensitive,context_marker_only,,True,True
stdlib_source_probe,zig_env_std_dir_marker,version_probe,generated_cases/zig_env_std_dir_marker.zig,probe,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,version_probe,version_probe,pre_1_0_api_changed,version_sensitive,context_marker_only,,True,True
stdlib_source_probe,std_io_namespace_probe_marker,stdlib_probe,generated_cases/std_io_namespace_probe_marker.zig,probe,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,stdlib_probe,stdlib_probe,standard_library_abstraction,std_io_design,context_marker_only,,True,True
stdlib_source_probe,std_io_threaded_exists_marker,stdlib_probe,generated_cases/std_io_threaded_exists_marker.zig,probe,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,stdlib_probe,stdlib_probe,standard_library_abstraction,std_io_threaded,context_marker_only,,True,True
stdlib_source_probe,std_io_type_shape_marker,stdlib_probe,generated_cases/std_io_type_shape_marker.zig,probe,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,stdlib_probe,stdlib_probe,library_boundary_io,std_io_design,context_marker_only,,True,True
stdlib_source_probe,io_sleep_probe_marker,stdlib_probe,generated_cases/io_sleep_probe_marker.zig,probe,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,stdlib_probe,stdlib_probe,async_vs_concurrent,async_model,context_marker_only,,True,True
stdlib_source_probe,io_async_exists_marker,async_api,generated_cases/io_async_exists_marker.zig,probe,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,async_api,async_api,async_vs_concurrent,io_async,context_marker_only,,True,True
stdlib_source_probe,io_concurrent_exists_marker,async_api,generated_cases/io_concurrent_exists_marker.zig,probe,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,async_api,async_api,async_vs_concurrent,io_concurrent,context_marker_only,,True,True
stdlib_source_probe,async_concurrent_renamed_context_marker,async_api,generated_cases/async_concurrent_renamed_context_marker.zig,probe,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,async_api,async_api,pre_1_0_api_changed,api_renaming,context_marker_only,,True,True
stdlib_source_probe,future_await_exists_marker,await_cancel,generated_cases/future_await_exists_marker.zig,probe,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,await_cancel,await_cancel,cancellation_await_ordering,await_api,context_marker_only,,True,True
stdlib_source_probe,future_cancel_exists_marker,await_cancel,generated_cases/future_cancel_exists_marker.zig,probe,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,await_cancel,await_cancel,cancellation_await_ordering,cancel_api,context_marker_only,,True,True
stdlib_source_probe,await_idempotent_context_marker,await_cancel,generated_cases/await_idempotent_context_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,await_cancel,await_cancel,cancellation_await_ordering,await_ordering,context_marker_only,,True,True
stdlib_source_probe,cancel_idempotent_context_marker,await_cancel,generated_cases/cancel_idempotent_context_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,await_cancel,await_cancel,cancellation_await_ordering,cancel_ordering,context_marker_only,,True,True
stdlib_source_probe,cancel_cleanup_context_marker,await_cancel,generated_cases/cancel_cleanup_context_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,await_cancel,await_cancel,cancellation_await_ordering,cancel_cleanup,context_marker_only,,True,True
stdlib_source_probe,try_before_second_await_footgun_marker,await_cancel,generated_cases/try_before_second_await_footgun_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,await_cancel,await_cancel,cancellation_await_ordering,await_ordering,context_marker_only,,True,True
stdlib_source_probe,await_then_try_ordering_marker,await_cancel,generated_cases/await_then_try_ordering_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,await_cancel,await_cancel,cancellation_await_ordering,await_ordering,context_marker_only,,True,True
stdlib_source_probe,defer_cancel_cleanup_marker,await_cancel,generated_cases/defer_cancel_cleanup_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,await_cancel,await_cancel,cancellation_await_ordering,cancel_cleanup,context_marker_only,,True,True
stdlib_source_probe,async_not_concurrency_context_marker,async_context,generated_cases/async_not_concurrency_context_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,async_context,async_context,async_vs_concurrent,async_model,context_marker_only,,True,True
stdlib_source_probe,concurrent_required_context_marker,concurrent_context,generated_cases/concurrent_required_context_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,concurrent_context,concurrent_context,async_vs_concurrent,concurrent_required,context_marker_only,,True,True
stdlib_source_probe,concurrency_unavailable_context_marker,concurrent_context,generated_cases/concurrency_unavailable_context_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,concurrent_context,concurrent_context,deadlock_concurrency_unavailable,concurrency_unavailable,context_marker_only,,True,True
stdlib_source_probe,io_queue_exists_marker,io_queue,generated_cases/io_queue_exists_marker.zig,probe,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,io_queue,io_queue,standard_library_abstraction,io_queue,context_marker_only,,True,True
stdlib_source_probe,io_queue_put_get_context_marker,io_queue,generated_cases/io_queue_put_get_context_marker.zig,may_fail,n/a,skip,n/a,,,,,0.0,False,zig_not_found,Debug,io_queue,io_queue,standard_library_abstraction,io_queue,context_marker_only,,True,True
stdlib_source_probe,single_threaded_deadlock_context_marker,deadlock,generated_cases/single_threaded_deadlock_context_marker.zig,may_fail,n/a,skip_timeout,n/a,,,,,0.0,False,zig_not_found,Debug,deadlock,deadlock,deadlock_concurrency_unavailable,deadlock,context_marker_only,,True,True
